tvBench_id,db_id,chart,hardness,query,question,vega_zero
733@y_name@DESC,cre_Doc_Template_Mgt,Bar,Medium,"Visualize BAR SELECT Template_Type_Code , COUNT(Template_Type_Code) FROM Templates GROUP BY Template_Type_Code ORDER BY COUNT(Template_Type_Code) DESC",Bar chart showing the number of template type codes from each template type code in descending order of the y-axis.,mark bar data templates encoding x template_type_code y aggregate count template_type_code transform group x sort y desc
318@y_name@ASC,bike_1,Bar,Medium,"Visualize BAR SELECT installation_date , COUNT(installation_date) FROM station  ORDER BY COUNT(installation_date) ASC BIN installation_date BY WEEKDAY",Bar chart showing the number of installations from each date in ascending order of the y-axis and binning by weekday.,mark bar data station encoding x installation_date y aggregate count installation_date transform sort y asc bin x by weekday
1182,dog_kennels,Bar,Easy,"Visualize BAR SELECT date_departed , COUNT(date_departed) FROM Dogs GROUP BY date_departed",Bar chart showing the number of departures from each date.,mark bar data dogs encoding x date_departed y aggregate count date_departed transform group x
2925,swimming,Bar,Easy,"Visualize BAR SELECT meter_700 , meter_100 FROM swimmer",Bar chart showing meter 100 from different meter 700.,mark bar data swimmer encoding x meter_700 y aggregate none meter_100
1795@x_name@ASC,hr_1,Line,Medium,"Visualize LINE SELECT HIRE_DATE , COMMISSION_PCT FROM employees WHERE hire_date < '2002-06-21' ORDER BY HIRE_DATE ASC",Line chart showing the change of commission pct for employees hired before 2002-06-21 in ascending order of hire date.,mark line data employees encoding x hire_date y aggregate none commission_pct transform filter hire_date < '2002-06-21' sort x asc
2678@x_name@DESC,riding_club,Bar,Medium,"Visualize BAR SELECT Occupation , COUNT(Occupation) FROM player GROUP BY Occupation ORDER BY Occupation DESC",Bar chart showing the number of occupations in descending order of occupation.,mark bar data player encoding x occupation y aggregate count occupation transform group x sort x desc
3122,university_basketball,Pie,Easy,"Visualize PIE SELECT All_Home , SUM(Team_ID) FROM basketball_match GROUP BY All_Home",Pie chart showing the total sum of team ids across all homes.,mark arc data basketball_match encoding x all_home y aggregate sum team_id transform group x
613,college_2,Bar,Medium,"Visualize BAR SELECT dept_name , COUNT(dept_name) FROM instructor GROUP BY dept_name ORDER BY salary",Bar chart showing the distribution of department names and the amount of each department name grouped by the attribute department name.,mark bar data instructor encoding x dept_name y aggregate count dept_name transform group x sort salary
924,customers_and_addresses,Bar,Medium,"Visualize BAR SELECT date_became_customer , COUNT(date_became_customer) FROM customers WHERE customer_id BETWEEN 10 AND 20 BIN date_became_customer BY WEEKDAY",Bar chart showing the number of dates when customers with ids between 10 and 20 became customers and binning by weekday.,mark bar data customers encoding x date_became_customer y aggregate count date_became_customer transform filter customer_id between 10 and 20 bin x by weekday
923@y_name@DESC,customers_and_addresses,Bar,Hard,"Visualize BAR SELECT date_became_customer , COUNT(date_became_customer) FROM customers WHERE customer_id BETWEEN 10 AND 20  ORDER BY COUNT(date_became_customer) DESC BIN date_became_customer BY MONTH","Bar chart showing the number of ""date became customers"" for customers with id between 10 and 20 in descending order of the y-axis.",mark bar data customers encoding x date_became_customer y aggregate count date_became_customer transform filter customer_id between 10 and 20 sort y desc bin x by month
1350,employee_hire_evaluation,Grouping Line,Hard,"Visualize LINE SELECT Start_from , SUM(Shop_ID) FROM hiring GROUP BY Is_full_time BIN Start_from BY YEAR","Line chart showing the worldwide gross total number of shop ids over year, grouped by is full time.",mark line data hiring encoding x start_from y aggregate sum shop_id color is_full_time transform bin x by year
342@x_name@ASC,bike_1,Line,Hard,"Visualize LINE SELECT date , COUNT(date) FROM weather WHERE mean_sea_level_pressure_inches BETWEEN 30.3 AND 31 GROUP BY date ORDER BY date ASC",Line chart showing the number of dates with an average sea level pressure between 303 and 31 in ascending order of date.,mark line data weather encoding x date y aggregate count date transform filter mean_sea_level_pressure_inches between 30.3 and 31 group x sort x asc
2659@x_name@ASC,railway,Bar,Medium,"Visualize BAR SELECT Arrival , COUNT(Arrival) FROM train GROUP BY Arrival ORDER BY Arrival ASC",Bar chart showing the number of arrivals across arrival in ascending order.,mark bar data train encoding x arrival y aggregate count arrival transform group x sort x asc
753@x_name@DESC,cre_Doc_Template_Mgt,Bar,Medium,"Visualize BAR SELECT Template_Type_Code , count(*) FROM Templates GROUP BY template_type_code ORDER BY Template_Type_Code DESC",Bar chart showing the total number of template type codes in descending order.,mark bar data templates encoding x template_type_code y aggregate count template_type_code transform group x sort x desc
1093@x_name@ASC,department_management,Line,Medium,"Visualize LINE SELECT Creation , COUNT(Creation) FROM department  ORDER BY Creation ASC BIN Creation BY YEAR",Line chart showing the number of creations over the years in ascending order of creation and binning by year.,mark line data department encoding x creation y aggregate count creation transform sort x asc bin x by year
403@y_name@ASC,candidate_poll,Bar,Hard,"Visualize BAR SELECT Sex , count(*) FROM people WHERE weight > 85 GROUP BY sex ORDER BY count(*) ASC",Bar chart showing the number of people of each sex who have a weight higher than 85 in ascending order of the y-axis.,mark bar data people encoding x sex y aggregate count sex transform filter weight > 85 group x sort y asc
505,coffee_shop,Bar,Medium,"Visualize BAR SELECT Address , AVG(Time_of_purchase) FROM member GROUP BY Address ORDER BY Time_of_purchase",Bar chart showing the average purchase time for each coffee shop address.,mark bar data member encoding x address y aggregate mean time_of_purchase transform group x sort time_of_purchase
2108@x_name@ASC,local_govt_and_lot,Bar,Easy,"Visualize BAR SELECT other_details , resident_id FROM Residents ORDER BY other_details ASC",Bar chart showing resident id in ascending order of other details.,mark bar data residents encoding x other_details y aggregate none resident_id transform sort x asc
2011@y_name@ASC,insurance_policies,Bar,Medium,"Visualize BAR SELECT Payment_Method_Code , SUM(Amount_Payment) FROM Payments GROUP BY Payment_Method_Code ORDER BY SUM(Amount_Payment) ASC",Bar chart showing the sum amount payments from each payment method code in ascending order of the y-axis.,mark bar data payments encoding x payment_method_code y aggregate sum amount_payment transform group x sort y asc
2936,theme_gallery,Stacked Bar,Medium,"Visualize BAR SELECT Year_Join , COUNT(Year_Join) FROM artist WHERE country != 'United States' GROUP BY Name",Bar chart showing the number of artist names who are not from the united states grouped by year.,mark bar data artist encoding x year_join y aggregate count year_join color name transform filter country != 'united states'
1593@y_name@DESC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT HIRE_DATE , AVG(SALARY) FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40  ORDER BY AVG(SALARY) DESC BIN HIRE_DATE BY WEEKDAY","Bar chart showing the comparison of average salaries for employees with salary range between 8000 and 12000, and commission not null or department number not equal to 40 over hire date binned by weekday in descending order of the y-axis.","mark bar data employees encoding x hire_date y aggregate mean salary transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 sort y desc bin x by weekday"
624@x_name@DESC,college_2,Bar,Medium,"Visualize BAR SELECT building , avg(capacity) FROM classroom GROUP BY building ORDER BY building DESC",Bar chart showing the average capacity for rooms in each building in descending order of building.,mark bar data classroom encoding x building y aggregate mean capacity transform group x sort x desc
495,coffee_shop,Bar,Easy,"Visualize BAR SELECT Address , count(*) FROM member GROUP BY address",Bar chart showing the total number from different addresses.,mark bar data member encoding x address y aggregate count address transform group x
1765@y_name@DESC,hr_1,Bar,Hard,"Visualize BAR SELECT HIRE_DATE , AVG(EMPLOYEE_ID) FROM employees WHERE hire_date < '2002-06-21'  ORDER BY AVG(EMPLOYEE_ID) DESC BIN HIRE_DATE BY WEEKDAY",Bar chart showing the distribution of hire date and the average employee ID bin hire date by weekday in descending order of the y-axis and binning by weekday.,mark bar data employees encoding x hire_date y aggregate mean employee_id transform filter hire_date < '2002-06-21' sort y desc bin x by weekday
1896@y_name@DESC,hr_1,Bar,Easy,"Visualize BAR SELECT FIRST_NAME , SALARY FROM employees ORDER BY SALARY DESC",Bar chart showing first names and salaries in descending order of salary.,mark bar data employees encoding x first_name y aggregate none salary transform sort y desc
1275,e_learning,Bar,Medium,"Visualize BAR SELECT test_result , COUNT(*) FROM Student_Tests_Taken GROUP BY test_result ORDER BY COUNT(*) DESC",Bar chart showing test results and their counts in descending order of count by the y-axis.,mark bar data student_tests_taken encoding x test_result y aggregate count test_result transform group x sort y desc
1978,inn_1,Pie,Medium,"Visualize PIE SELECT decor , count(*) FROM Rooms WHERE basePrice > 120 GROUP BY decor",Pie chart showing the number of rooms that cost more than $120 for each different decor.,mark arc data rooms encoding x decor y aggregate count decor transform filter baseprice > 120 group x
1762@y_name@ASC,hr_1,Bar,Hard,"Visualize BAR SELECT HIRE_DATE , SUM(DEPARTMENT_ID) FROM employees WHERE hire_date < '2002-06-21'  ORDER BY SUM(DEPARTMENT_ID) ASC BIN HIRE_DATE BY MONTH",Bar chart showing the distribution of hire date and the sum of department ID binned by time in ascending order of the y-axis and binned by month.,mark bar data employees encoding x hire_date y aggregate sum department_id transform filter hire_date < '2002-06-21' sort y asc bin x by month
1605@y_name@ASC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT JOB_ID , AVG(MANAGER_ID) FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40 GROUP BY JOB_ID ORDER BY AVG(MANAGER_ID) ASC","Bar chart showing comparison of average manager id over job id for employees with salary from 8000 to 12000, commission not null and department not equal to 40, grouped by job id and ranked by total number in ascending order of the y-axis.","mark bar data employees encoding x job_id y aggregate mean manager_id transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 group x sort y asc"
85@y_name@ASC,apartment_rentals,Bar,Medium,"Visualize BAR SELECT booking_start_date , COUNT(booking_start_date) FROM Apartment_Bookings  ORDER BY COUNT(booking_start_date) ASC BIN booking_start_date BY YEAR",Bar chart showing the number of bookings start date by booking start date in ascending order of the y-axis and binning by year.,mark bar data apartment_bookings encoding x booking_start_date y aggregate count booking_start_date transform sort y asc bin x by year
1116,department_store,Bar,Easy,"Visualize BAR SELECT product_type_code , max(product_price) FROM products GROUP BY product_type_code",Bar chart showing the maximal product price from each product type code.,mark bar data products encoding x product_type_code y aggregate max product_price transform group x
2643@y_name@ASC,race_track,Bar,Medium,"Visualize BAR SELECT Class , COUNT(Class) FROM race GROUP BY Class ORDER BY COUNT(Class) ASC",Bar chart showing the number of classes across class in ascending order of the y-axis.,mark bar data race encoding x class y aggregate count class transform group x sort y asc
